"year","name","n"
1974,"Krisann",11
1974,"Krisanne",6
1974,"Krisha",44
1974,"Krishna",55
1974,"Krisie",5
1974,"Krisinda",16
1974,"Krislyn",6
1974,"Kriss",12
1974,"Krissa",9
1974,"Krissi",7
1974,"Krissie",20
1974,"Krissy",31
1974,"Krist",7
1974,"Krista",1815
1974,"Kristal",217
1974,"Kristalyn",8
1974,"Kristan",125
1974,"Kriste",27
1974,"Kristee",24
1974,"Kristeen",29
1974,"Kristeena",7
1974,"Kristel",52
1974,"Kristen",6123
1974,"Kristena",11
1974,"Kristene",26
1974,"Krister",5
1974,"Kristi",2893
1974,"Kristia",5
1974,"Kristian",288
1974,"Kristiana",22
1974,"Kristiane",5
1974,"Kristiann",8
1974,"Kristianna",6
1974,"Kristianne",7
1974,"Kristie",2039
1974,"Kristien",17
1974,"Kristin",4302
1974,"Kristina",2898
1974,"Kristine",1870
1974,"Kristinia",11
1974,"Kristl",5
1974,"Kristle",23
1974,"Kristn",6
1974,"Kristofer",193
1974,"Kristoffer",156
1974,"Kristofor",24
1974,"Kristol",8
1974,"Kriston",30
1974,"Kristopher",1320
1974,"Kristy",2100
1974,"Kristyn",93
1974,"Kristyna",6
1974,"Kristyne",10
1974,"Krysta",30
1974,"Krystal",473
1974,"Krystel",5
1974,"Krysten",21
1974,"Krysti",18
1974,"Krystie",5
1974,"Krystin",14
1974,"Krystina",12
1974,"Krystine",8
1974,"Krystle",6
1974,"Krysty",5
1974,"Krystyna",19
1974,"Krzysztof",6
1975,"Kraig",110
1975,"Kreg",29
1975,"Kregg",8
1975,"Kresta",33
1975,"Kris",463
1975,"Krisa",9
1975,"Krisandra",9
1975,"Krisann",8
1975,"Krisanne",10
1975,"Krisha",50
1975,"Krishana",5
1975,"Krishna",53
1975,"Krisi",6
1975,"Krisinda",5
1975,"Krislyn",7
1975,"Kriss",10
1975,"Krissa",11
1975,"Krissi",5
1975,"Krissie",10
1975,"Krissy",23
1975,"Krist",5
1975,"Krista",1698
1975,"Kristal",236
1975,"Kristan",123
1975,"Kriste",17
1975,"Kristee",18
1975,"Kristeen",33
1975,"Kristeena",6
1975,"Kristel",57
1975,"Kristelle",5
1975,"Kristen",4747
1975,"Kristena",18
1975,"Kristene",29
1975,"Kristi",2654
1975,"Kristia",7
1975,"Kristian",325
1975,"Kristiana",17
1975,"Kristiane",5
1975,"Kristiann",6
1975,"Kristianna",12
1975,"Kristianne",11
1975,"Kristie",1824
1975,"Kristien",6
1975,"Kristin",3956
1975,"Kristina",2753
1975,"Kristine",1560
1975,"Kristinia",7
1975,"Kristle",18
1975,"Kristofer",175
1975,"Kristoffer",109
1975,"Kristofor",45
1975,"Kristol",10
1975,"Kriston",30
1975,"Kristopher",1244
1975,"Kristy",1926
1975,"Kristyl",8
1975,"Kristyn",98
1975,"Krysia",5
1975,"Krysta",36
1975,"Krystal",485
1975,"Krysten",17
1975,"Krysti",11
1975,"Krystie",7
1975,"Krystin",12
1975,"Krystina",19
1975,"Krystyna",16
1976,"Kraig",93
1976,"Kreg",18
1976,"Kregg",11
1976,"Kresha",6
1976,"Kresta",13
1976,"Kricket",5
1976,"Kris",409
1976,"Krisa",5
1976,"Krisandra",7
1976,"Krisanne",6
1976,"Krisha",32
1976,"Krishan",5
1976,"Krishana",7
1976,"Krishna",44
1976,"Krislyn",6
1976,"Kriss",6
1976,"Krissa",13
1976,"Krissi",14
1976,"Krissie",5
1976,"Krissy",29
1976,"Krist",5
1976,"Krista",1601
1976,"Kristal",262
1976,"Kristalyn",6
1976,"Kristan",88
1976,"Kristana",5
1976,"Kriste",16
1976,"Kristee",17
1976,"Kristeen",20
1976,"Kristel",66
1976,"Kristelle",5
1976,"Kristen",3715
1976,"Kristena",20
1976,"Kristene",14
1976,"Kristey",6
1976,"Kristi",2528
1976,"Kristia",10
1976,"Kristian",295
1976,"Kristiana",16
1976,"Kristiann",7
1976,"Kristianna",6
1976,"Kristianne",6
1976,"Kristie",1629
1976,"Kristien",8
1976,"Kristifer",5
1976,"Kristilyn",5
1976,"Kristin",3694
1976,"Kristina",2985
1976,"Kristine",1365
1976,"Kristinia",9
1976,"Kristle",16
1976,"Kristofer",210
1976,"Kristoffer",87
1976,"Kristofor",22
1976,"Kristol",5
1976,"Kriston",32
1976,"Kristopher",1617
1976,"Kristy",2338
1976,"Kristyl",6
1976,"Kristyn",95
1976,"Kristyna",12
1976,"Kristyne",10
1976,"Krysta",28
1976,"Krystal",550
1976,"Krystel",9
1976,"Krysten",18
1976,"Krysti",10
1976,"Krystie",6
1976,"Krystin",13
1976,"Krystina",22
1976,"Krystine",9
1976,"Krystle",8
1976,"Krystn",5
1976,"Krystyn",7
1976,"Krystyna",15
1976,"Krzysztof",5
1977,"Kraig",81
1977,"Kregg",6
1977,"Kresha",6
1977,"Kresta",12
1977,"Krin",5
1977,"Kris",508
1977,"Krisann",14
1977,"Krisha",55
1977,"Krishana",9
1977,"Krishanda",5
1977,"Krishna",48
1977,"Krisi",6
1977,"Krisie",5
1977,"Krislyn",8
1977,"Krissa",21
1977,"Krissi",12
1977,"Krissie",18
1977,"Krissy",59
1977,"Krist",13
1977,"Krista",1771
1977,"Kristain",5
1977,"Kristal",330
1977,"Kristalee",7
1977,"Kristalyn",6
1977,"Kristan",97
1977,"Kriste",22
1977,"Kristee",19
1977,"Kristeen",29
1977,"Kristeena",10
1977,"Kristel",83
1977,"Kristen",3931
1977,"Kristena",17
1977,"Kristene",29
1977,"Kristi",2808
1977,"Kristia",6
1977,"Kristian",341
1977,"Kristiana",27
1977,"Kristiann",8
1977,"Kristianna",6
1977,"Kristianne",5
1977,"Kristie",1757
1977,"Kristien",25
1977,"Kristilyn",5
1977,"Kristin",3664
1977,"Kristina",3558
1977,"Kristine",1564
1977,"Kristinia",7
1977,"Kristl",5
1977,"Kristle",13
1977,"Kristofer",345
1977,"Kristoff",5
1977,"Kristoffer",223
1977,"Kristofor",35
1977,"Kristol",13
1977,"Kriston",23
1977,"Kristopher",2361
1977,"Kristophor",6
1977,"Kristy",4063
1977,"Kristyann",8
1977,"Kristyl",12
1977,"Kristyn",114
1977,"Kristyna",15
1977,"Kristyne",8
1977,"Krisy",10
1977,"Krysia",5
1977,"Krysta",50
1977,"Krystal",847
1977,"Krystall",8
1977,"Kryste",5
1977,"Krystel",12
1977,"Krysten",15
1977,"Krysti",14
1977,"Krystie",16
1977,"Krystin",13
1977,"Krystina",20
1977,"Krystine",6
1977,"Krystle",11
1977,"Krysty",6
1977,"Krystyn",7
1977,"Krystyna",17
1977,"Krzysztof",8
1978,"Kraig",90
1978,"Kreg",11
1978,"Kregg",9
1978,"Kresha",7
1978,"Kresta",8
1978,"Kris",510
1978,"Krisa",9
1978,"Krisandra",5
1978,"Krisann",5
1978,"Krisanne",7
1978,"Krisha",57
1978,"Krishana",12
1978,"Krishelle",5
1978,"Krishna",46
1978,"Krisi",16
1978,"Krisie",10
1978,"Krislyn",6
1978,"Krissa",19
1978,"Krissandra",5
1978,"Krissi",42
1978,"Krissie",31
1978,"Krissy",202
1978,"Krist",9
1978,"Krista",1743
1978,"Kristal",365
1978,"Kristalyn",11
1978,"Kristan",110
1978,"Kristapher",6
1978,"Kriste",21
1978,"Kristee",29
1978,"Kristeen",35
1978,"Kristeena",11
1978,"Kristel",108
1978,"Kristell",5
1978,"Kristelle",5
1978,"Kristen",4424
1978,"Kristena",20
1978,"Kristene",27
1978,"Kristi",2998
1978,"Kristia",15
1978,"Kristian",295
1978,"Kristiana",22
1978,"Kristiane",8
1978,"Kristianna",8
1978,"Kristianne",14
1978,"Kristie",1625
1978,"Kristien",13
1978,"Kristilyn",7
1978,"Kristin",3867
1978,"Kristina",4239
1978,"Kristine",1732
1978,"Kristinia",14
1978,"Kristinna",6
1978,"Kristle",12
1978,"Kristofer",349
1978,"Kristoffer",305
1978,"Kristofor",50
1978,"Kristol",14
1978,"Kriston",29
1978,"Kristoper",5
1978,"Kristopher",2534
1978,"Kristy",5352
1978,"Kristyann",6
1978,"Kristyl",11
1978,"Kristyn",119
1978,"Kristyna",10
1978,"Krisy",16
1978,"Krysia",7
1978,"Krysta",60
1978,"Krystal",1080
1978,"Krystel",11
1978,"Krysten",24
1978,"Krysti",24
1978,"Krystie",8
1978,"Krystin",23
1978,"Krystina",27
1978,"Krystine",9
1978,"Krystl",5
1978,"Krystle",14
1978,"Krystol",8
1978,"Krystyn",6
1978,"Krystyna",26
1979,"Kraig",103
1979,"Kreg",15
1979,"Kregg",7
1979,"Kresha",5
1979,"Kresta",11
1979,"Kris",402
1979,"Krisa",8
1979,"Krisann",6
1979,"Krisanne",13
1979,"Krisha",26
1979,"Krishana",12
1979,"Krishna",36
1979,"Krisi",15
1979,"Krisie",9
1979,"Krisinda",6
1979,"Krislyn",7
1979,"Kriss",15
1979,"Krissa",17
1979,"Krissi",23
1979,"Krissie",28
1979,"Krissy",189
1979,"Krista",2219
1979,"Kristal",425
1979,"Kristalle",5
1979,"Kristalyn",12
1979,"Kristan",152
1979,"Kristana",5
1979,"Kriste",25
1979,"Kristee",22
1979,"Kristeen",22
1979,"Kristeena",12
1979,"Kristel",78
1979,"Kristelle",6
1979,"Kristen",4632
1979,"Kristena",17
1979,"Kristene",18
1979,"Kristi",2807
1979,"Kristia",12
1979,"Kristian",288
1979,"Kristiana",14
1979,"Kristiann",8
1979,"Kristianna",9
1979,"Kristianne",14
1979,"Kristie",1407
1979,"Kristien",6
1979,"Kristilyn",5
1979,"Kristin",4323
1979,"Kristina",4151
1979,"Kristine",1455
1979,"Kristinia",11
1979,"Kristjana",6
1979,"Kristle",17
1979,"Kristofer",247
1979,"Kristoffer",140
1979,"Kristofor",43
1979,"Kristol",15
1979,"Kriston",32
1979,"Kristopher",2370
1979,"Kristy",4892
1979,"Kristyanne",5
1979,"Kristye",5
1979,"Kristyl",12
1979,"Kristyn",143
1979,"Kristyna",13
1979,"Kristyne",10
1979,"Krisy",12
1979,"Krysia",9
1979,"Krysta",85
1979,"Krystal",1170
1979,"Krystalyn",6
1979,"Krystel",15
1979,"Krysten",26
1979,"Krysti",29
1979,"Krystie",7
1979,"Krystin",20
1979,"Krystina",32
1979,"Krystine",6
1979,"Krystle",14
1979,"Krystol",5
1979,"Krystopher",7
1979,"Krystyn",5
1979,"Krystyna",21
1979,"Krzysztof",11
1980,"Kraig",89
1980,"Kreg",15
1980,"Kregg",9
1980,"Kresha",6
1980,"Kresta",5
1980,"Kris",310
1980,"Krisandra",5
1980,"Krisann",7
1980,"Krisanne",5
1980,"Krisha",37
1980,"Krishana",10
1980,"Krishanda",8
1980,"Krishaun",6
1980,"Krishauna",8
1980,"Krishawn",7
1980,"Krishna",41
1980,"Krisi",16
1980,"Krisie",6
1980,"Krislyn",11
1980,"Krisna",5
1980,"Kriss",8
1980,"Krissa",31
1980,"Krissi",27
1980,"Krissie",28
1980,"Krissy",149
1980,"Krist",7
1980,"Krista",2538
1980,"Kristain",12
1980,"Kristal",401
1980,"Kristalee",5
1980,"Kristalyn",14
1980,"Kristan",220
1980,"Kristapher",6
1980,"Kriste",15
1980,"Kristee",21
1980,"Kristeen",19
1980,"Kristeena",5
1980,"Kristel",108
1980,"Kristelle",5
1980,"Kristen",7384
1980,"Kristena",20
1980,"Kristene",18
1980,"Krister",5
1980,"Kristi",2540
1980,"Kristia",22
1980,"Kristian",251
1980,"Kristiana",29
1980,"Kristiane",6
1980,"Kristiann",10
1980,"Kristianna",9
1980,"Kristianne",13
1980,"Kristie",1083
1980,"Kristifer",5
1980,"Kristilyn",7
1980,"Kristilynn",5
1980,"Kristin",7769
1980,"Kristina",4242
1980,"Kristine",1432
1980,"Kristinia",7
1980,"Kristle",18
1980,"Kristofer",220
1980,"Kristoffer",142
1980,"Kristofor",46
1980,"Kristol",20
1980,"Kriston",57
1980,"Kristopher",2025
1980,"Kristy",4075
1980,"Kristyann",5
1980,"Kristyn",223
1980,"Kristyna",17
1980,"Kristyne",7
1980,"Krisy",6
1980,"Krizia",6
1980,"Krupa",5
1980,"Krysia",6
1980,"Krysta",86
1980,"Krystal",1163
1980,"Krystall",9
1980,"Krystel",17
1980,"Krysten",48
1980,"Krysti",19
1980,"Krystie",8
1980,"Krystin",39
1980,"Krystina",32
1980,"Krystl",9
1980,"Krystle",26
1980,"Krystopher",6
1980,"Krystyn",15
1980,"Krystyna",31
1980,"Krzysztof",7
1981,"Kraig",87
1981,"Kreg",13
1981,"Kresha",5
1981,"Kresta",7
1981,"Kreston",5
1981,"Kris",228
1981,"Krisa",10
1981,"Krisann",7
1981,"Krisanne",8
1981,"Krisha",48
1981,"Krishana",9
1981,"Krishauna",5
1981,"Krishawna",8
1981,"Krishna",34
1981,"Krishonda",6
1981,"Krisi",8
1981,"Krislyn",7
1981,"Krissa",27
1981,"Krissandra",6
1981,"Krissi",19
1981,"Krissie",20
1981,"Krissy",97
1981,"Krista",1848
1981,"Kristain",13
1981,"Kristal",495
1981,"Kristalyn",15
1981,"Kristan",212
1981,"Kristapher",5
1981,"Kriste",18
1981,"Kristee",13
1981,"Kristeen",33
1981,"Kristeena",14
1981,"Kristel",129
1981,"Kristelle",6
1981,"Kristen",8593
1981,"Kristena",20
1981,"Kristene",17
1981,"Krister",6
1981,"Kristey",5
1981,"Kristi",2214
1981,"Kristia",8
1981,"Kristian",288
1981,"Kristiana",21
1981,"Kristiann",6
1981,"Kristianna",14
1981,"Kristianne",12
1981,"Kristie",978
1981,"Kristien",8
1981,"Kristiina",5
1981,"Kristil",5
1981,"Kristin",9800
1981,"Kristina",4074
1981,"Kristine",1368
1981,"Kristinia",9
1981,"Kristl",27
1981,"Kristle",62
1981,"Kristne",6
1981,"Kristofer",230
1981,"Kristoffer",161
1981,"Kristofor",52
1981,"Kristol",25
1981,"Kriston",44
1981,"Kristopher",1951
1981,"Kristy",3275
1981,"Kristye",6
1981,"Kristyl",12
1981,"Kristyn",298
1981,"Kristyna",19
1981,"Kristyne",6
1981,"Krisy",6
1981,"Kruti",6
1981,"Krysta",108
1981,"Krystal",2133
1981,"Krystale",10
1981,"Krystalyn",12
1981,"Krystan",6
1981,"Krystel",29
1981,"Krysten",62
1981,"Krysti",22
1981,"Krystie",15
1981,"Krystin",80
1981,"Krystina",35
1981,"Krystine",14
1981,"Krystl",11
1981,"Krystle",448
1981,"Krystn",7
1981,"Krystopher",5
1981,"Krystyn",20
1981,"Krystyna",27
1981,"Krzysztof",14
1982,"Kraig",105
1982,"Kramer",9
1982,"Kreg",17
1982,"Kregg",5
1982,"Kresha",7
1982,"Kresta",5
1982,"Kricket",5
1982,"Kris",182
1982,"Krisa",7
1982,"Krisandra",9
1982,"Krisann",6
1982,"Krisanne",6
1982,"Krisha",27
1982,"Krishawna",6
1982,"Krishna",35
1982,"Krisi",8
1982,"Krisie",5
1982,"Krisit",5
1982,"Krislyn",12
1982,"Krisna",5
1982,"Krisopher",5
1982,"Kriss",5
1982,"Krissa",32
1982,"Krissi",12
1982,"Krissie",13
1982,"Krissy",63
1982,"Krista",1702
1982,"Kristafer",6
1982,"Kristain",8
1982,"Kristal",582
1982,"Kristalyn",11
1982,"Kristan",236
1982,"Kristapher",6
1982,"Kriste",7
1982,"Kristee",18
1982,"Kristeen",15
1982,"Kristeena",12
1982,"Kristel",144
1982,"Kristell",7
1982,"Kristelle",6
1982,"Kristen",9597
1982,"Kristena",17
1982,"Kristene",15
1982,"Kristepher",5
1982,"Krister",5
1982,"Kristi",2153
1982,"Kristia",9
1982,"Kristian",308
1982,"Kristiana",22
1982,"Kristiane",6
1982,"Kristiann",9
1982,"Kristianna",10
1982,"Kristianne",5
1982,"Kristie",938
1982,"Kristien",5
1982,"Kristifer",6
1982,"Kristijo",5
1982,"Kristil",5
1982,"Kristin",8793
1982,"Kristina",4165
1982,"Kristine",1237
1982,"Kristinia",6
1982,"Kristjan",5
1982,"Kristl",11
1982,"Kristle",78
1982,"Kristna",5
1982,"Kristof",6
1982,"Kristofer",285
1982,"Kristoffer",141
1982,"Kristofor",46
1982,"Kristol",18
1982,"Kriston",50
1982,"Kristopher",2210
1982,"Kristy",2854
1982,"Kristyann",7
1982,"Kristyl",15
1982,"Kristyle",5
1982,"Kristyn",289
1982,"Kristyna",13
1982,"Krisy",7
1982,"Krizia",7
1982,"Krupa",5
1982,"Krysta",151
1982,"Krystal",3517
1982,"Krystale",13
1982,"Krystall",5
1982,"Krystalyn",8
1982,"Krystan",11
1982,"Krystel",38
1982,"Krysten",87
1982,"Krysti",30
1982,"Krystie",19
1982,"Krystil",6
1982,"Krystin",93
1982,"Krystina",53
1982,"Krystine",10
1982,"Krystl",19
1982,"Krystle",921
1982,"Krystn",7
1982,"Krystol",12
1982,"Krystopher",10
1982,"Krystyl",8
1982,"Krystyn",20
1982,"Krystyna",26
1982,"Krzysztof",13
1983,"Kraig",96
1983,"Kramer",6
1983,"Kreg",14
1983,"Kregg",7
1983,"Kreston",7
1983,"Krikor",9
1983,"Kris",163
1983,"Krisandra",7
1983,"Krisann",9
1983,"Krisha",26
1983,"Krishan",6
1983,"Krishauna",6
1983,"Krishawna",10
1983,"Krishna",32
1983,"Krisi",10
1983,"Krislyn",19
1983,"Krissa",21
1983,"Krissandra",5
1983,"Krissi",8
1983,"Krissie",22
1983,"Krissy",60
1983,"Krista",2053
1983,"Kristain",6
1983,"Kristal",544
1983,"Kristalee",5
1983,"Kristalyn",16
1983,"Kristan",195
1983,"Kristapher",9
1983,"Kriste",7
1983,"Kristee",13
1983,"Kristeen",18
1983,"Kristeena",12
1983,"Kristel",129
1983,"Kristen",8674
1983,"Kristena",14
1983,"Kristene",21
1983,"Krister",5
1983,"Kristi",1870
1983,"Kristia",10
1983,"Kristian",238
1983,"Kristiana",24
1983,"Kristiann",7
1983,"Kristianna",8
1983,"Kristianne",9
1983,"Kristie",791
1983,"Kristien",5
1983,"Kristin",7304
1983,"Kristina",4401
1983,"Kristine",1259
1983,"Kristinia",13
1983,"Kristjan",7
1983,"Kristle",82
1983,"Kristn",5
1983,"Kristofer",244
1983,"Kristoff",5
1983,"Kristoffer",126
1983,"Kristofor",46
1983,"Kristol",12
1983,"Kriston",41
1983,"Kristoper",6
1983,"Kristopfer",5
1983,"Kristopher",2024
1983,"Kristophor",5
1983,"Kristos",5
1983,"Kristy",2241
1983,"Kristyl",14
1983,"Kristyn",247
1983,"Kristyna",25
1983,"Kristyne",6
1983,"Krizia",10
1983,"Krsna",5
1983,"Krupa",7
1983,"Kruti",6
1983,"Krysta",161
1983,"Krystal",3729
1983,"Krystale",14
1983,"Krystall",6
1983,"Krystalyn",14
1983,"Krystalynn",7
1983,"Krystan",12
1983,"Krystel",60
1983,"Krysten",102
1983,"Krysti",38
1983,"Krystian",5
1983,"Krystie",22
1983,"Krystil",6
1983,"Krystin",82
1983,"Krystina",85
1983,"Krystine",11
1983,"Krystl",10
1983,"Krystle",1075
1983,"Krystopher",11
1983,"Krystyl",10
1983,"Krystyn",25
1983,"Krystyna",41
1983,"Krzysztof",13
1984,"Kraig",109
1984,"Kreg",14
1984,"Kregg",13
1984,"Kreig",10
1984,"Kresta",5
1984,"Krieg",7
1984,"Kris",156
1984,"Krisa",5
1984,"Krisan",5
1984,"Krisandra",10
1984,"Krisann",8
1984,"Krisanna",6
1984,"Krisanne",9
1984,"Krish",5
1984,"Krisha",24
1984,"Krishawna",5
1984,"Krishna",45
1984,"Krisi",7
1984,"Krislyn",5
1984,"Kriss",8
1984,"Krissa",18
1984,"Krissi",9
1984,"Krissie",7
1984,"Krissy",60
1984,"Krista",2178
1984,"Kristain",10
1984,"Kristal",490
1984,"Kristalyn",14
1984,"Kristan",224
1984,"Kristana",5
1984,"Kristee",8
1984,"Kristeen",22
1984,"Kristeena",15
1984,"Kristel",100
1984,"Kristen",8446
1984,"Kristena",24
1984,"Kristene",15
1984,"Kristi",1771
1984,"Kristia",18
1984,"Kristian",364
1984,"Kristiana",33
1984,"Kristiane",6
1984,"Kristiann",6
1984,"Kristianna",16
1984,"Kristianne",12
1984,"Kristie",767
1984,"Kristien",9
1984,"Kristifer",7
1984,"Kristilyn",5
1984,"Kristin",7058
1984,"Kristina",4342
1984,"Kristine",1365
1984,"Kristinia",13
1984,"Kristjan",5
1984,"Kristle",62
1984,"Kristn",6
1984,"Kristofer",240
1984,"Kristoffer",115
1984,"Kristofor",58
1984,"Kristol",15
1984,"Kriston",41
1984,"Kristopher",2002
1984,"Kristy",2164
1984,"Kristyl",18
1984,"Kristyn",295
1984,"Kristyna",20
1984,"Kristyne",9
1984,"Krisy",8
1984,"Krizia",9
1984,"Krupa",13
1984,"Krysta",184
1984,"Krystal",3948
1984,"Krystale",9
1984,"Krystall",10
1984,"Krystallee",5
1984,"Krystalyn",11
1984,"Krystalynn",5
1984,"Krystan",13
1984,"Krystel",44
1984,"Krysten",106
1984,"Krysti",31
1984,"Krystie",15
1984,"Krystil",6
1984,"Krystin",96
1984,"Krystina",91
1984,"Krystine",30
1984,"Krystle",1116
1984,"Krystn",7
1984,"Krystol",10
1984,"Krystopher",9
1984,"Krystyl",7
1984,"Krystyn",19
1984,"Krystyna",47
1984,"Krzysztof",10
1985,"Kraig",105
1985,"Kramer",5
1985,"Kreg",20
1985,"Kregg",5
1985,"Kreig",11
1985,"Kreston",7
1985,"Kricket",6
1985,"Krieg",8
1985,"Kris",134
1985,"Krisandra",12
1985,"Krisanne",5
1985,"Kriselda",7
1985,"Krish",5
1985,"Krisha",24
1985,"Krishana",6
1985,"Krisheena",6
1985,"Krishna",31
1985,"Krishonda",6
1985,"Krislyn",11
1985,"Kriss",7
1985,"Krissa",20
1985,"Krissi",11
1985,"Krissie",6
1985,"Krissy",40
1985,"Krista",2188
1985,"Kristain",20
1985,"Kristal",452
1985,"Kristalyn",12
1985,"Kristalynn",8
1985,"Kristan",256
1985,"Kriste",13
1985,"Kristee",11
1985,"Kristeen",23
1985,"Kristeena",16
1985,"Kristel",87
1985,"Kristelle",7
1985,"Kristen",8509
1985,"Kristena",25
1985,"Kristene",17
1985,"Kristi",1754
1985,"Kristia",11
1985,"Kristian",458
1985,"Kristiana",33
1985,"Kristiane",5
1985,"Kristiann",8
1985,"Kristianna",6
1985,"Kristianne",10
1985,"Kristie",781
1985,"Kristien",12
1985,"Kristilyn",7
1985,"Kristin",6616
1985,"Kristina",5583
1985,"Kristine",1450
1985,"Kristinejoy",5
1985,"Kristinia",5
1985,"Kristjan",5
1985,"Kristle",97
1985,"Kristofer",272
1985,"Kristoffer",119
1985,"Kristofor",47
1985,"Kristoher",7
1985,"Kristol",15
1985,"Kriston",50
1985,"Kristopher",2127
1985,"Kristy",2021
1985,"Kristyann",6
1985,"Kristyl",17
1985,"Kristylee",7
1985,"Kristyn",313
1985,"Kristyna",34
1985,"Kristyne",10
1985,"Krizia",17
1985,"Krupa",10
1985,"Kruti",9
1985,"Krysta",245
1985,"Krystal",5963
1985,"Krystale",29
1985,"Krystall",17
1985,"Krystalmarie",5
1985,"Krystalyn",24
1985,"Krystalynn",10
1985,"Krystan",15
1985,"Kryste",5
1985,"Krysteen",5
1985,"Krysteena",7
1985,"Krystel",84
1985,"Krystelle",6
1985,"Krysten",173
1985,"Krysti",46
1985,"Krystian",15
1985,"Krystie",38
1985,"Krystil",5
1985,"Krystin",170
1985,"Krystina",365
1985,"Krystine",34
1985,"Krystl",15
1985,"Krystle",2588
1985,"Krystn",8
1985,"Krystol",17
1985,"Krystopher",13
1985,"Krystyl",10
1985,"Krystyn",29
1985,"Krystyna",48
1985,"Krzysztof",8
1986,"Kraig",116
1986,"Kramer",9
1986,"Kreg",26
1986,"Kregg",8
1986,"Kreig",13
1986,"Kricket",5
1986,"Krik",6
1986,"Krikor",7
1986,"Kris",116
1986,"Krisa",8
1986,"Krisandra",6
1986,"Krisann",7
1986,"Krisha",28
1986,"Krishana",5
1986,"Krishauna",5
1986,"Krishelle",8
1986,"Krishna",44
1986,"Krisi",5
1986,"Krislyn",12
1986,"Krisna",5
1986,"Krissa",18
1986,"Krissi",5
1986,"Krissie",8
1986,"Krissy",55
1986,"Krista",3065
1986,"Kristain",13
1986,"Kristal",386
1986,"Kristalyn",12
1986,"Kristalynn",5
1986,"Kristan",233
1986,"Kriste",9
1986,"Kristee",12
1986,"Kristeen",22
1986,"Kristeena",17
1986,"Kristel",52
1986,"Kristen",7907
1986,"Kristena",25
1986,"Kristene",28
1986,"Kristi",1621
1986,"Kristia",7
1986,"Kristian",451
1986,"Kristiana",27
1986,"Kristiann",9
1986,"Kristianna",6
1986,"Kristianne",10
1986,"Kristie",743
1986,"Kristien",14
1986,"Kristiina",5
1986,"Kristilyn",6
1986,"Kristin",6037
1986,"Kristina",4856
1986,"Kristinamarie",8
1986,"Kristine",1375
1986,"Kristinia",12
1986,"Kristjan",5
1986,"Kristle",60
1986,"Kristne",5
1986,"Kristof",9
1986,"Kristofer",301
1986,"Kristoff",10
1986,"Kristoffer",97
1986,"Kristofor",25
1986,"Kristol",8
1986,"Kriston",48
1986,"Kristopher",2011
1986,"Kristy",1792
1986,"Kristyl",10
1986,"Kristyn",318
1986,"Kristyna",31
1986,"Kristyne",9
1986,"Krisy",5
1986,"Krisztina",6
1986,"Krizia",19
1986,"Krupa",12
1986,"Krustal",7
1986,"Krysia",5
1986,"Krysta",292
1986,"Krystal",4954
1986,"Krystale",15
1986,"Krystalin",5
1986,"Krystall",14
1986,"Krystalle",6
1986,"Krystallyn",5
1986,"Krystalyn",15
1986,"Krystalynn",10
1986,"Krystan",28
1986,"Krysteena",5
1986,"Krystel",88
1986,"Krysten",182
1986,"Krystena",10
1986,"Krysti",53
1986,"Krystian",18
1986,"Krystiana",6
1986,"Krystie",38
1986,"Krystil",12
1986,"Krystin",167
1986,"Krystina",246
1986,"Krystine",41
1986,"Krystl",14
1986,"Krystle",1762
1986,"Krystn",5
1986,"Krystol",13
1986,"Krystopher",14
1986,"Krysty",5
1986,"Krystyl",10
1986,"Krystyn",26
1986,"Krystyna",47
1986,"Krystyne",5
1986,"Krzysztof",8
1987,"Kraig",120
1987,"Kramer",11
1987,"Kreg",13
1987,"Kregg",7
1987,"Kreig",6
1987,"Kreigh",7
1987,"Kresha",8
1987,"Kreston",6
1987,"Kricket",8
1987,"Krikor",5
1987,"Kris",134
1987,"Krisa",9
1987,"Krisanne",5
1987,"Krisha",29
1987,"Krishan",5
1987,"Krishana",6
1987,"Krishna",52
1987,"Krislyn",9
1987,"Krislynn",5
1987,"Krissa",25
1987,"Krissandra",5
1987,"Krissi",12
1987,"Krissie",11
1987,"Krissy",36
1987,"Krista",2559
1987,"Kristafer",7
1987,"Kristain",14
1987,"Kristal",356
1987,"Kristalee",5
1987,"Kristalyn",13
1987,"Kristalynn",6
1987,"Kristan",204
1987,"Kristapher",5
1987,"Kristara",10
1987,"Kristee",8
1987,"Kristeen",22
1987,"Kristeena",18
1987,"Kristel",35
1987,"Kristelle",5
1987,"Kristen",7413
1987,"Kristena",31
1987,"Kristene",14
1987,"Krister",5
1987,"Kristi",1419
1987,"Kristia",22
1987,"Kristian",425
1987,"Kristiana",28
1987,"Kristianna",16
1987,"Kristianne",6
1987,"Kristie",689
1987,"Kristien",9
1987,"Kristilyn",5
1987,"Kristilynn",5
1987,"Kristin",5506
1987,"Kristina",5028
1987,"Kristinamarie",5
1987,"Kristine",1374
1987,"Kristinia",11
1987,"Kristle",43
1987,"Kristofer",346
1987,"Kristoffer",99
1987,"Kristofor",17
1987,"Kristol",7
1987,"Kriston",29
1987,"Kristoper",5
1987,"Kristopher",1947
1987,"Kristy",1517
1987,"Kristyann",6
1987,"Kristyl",5
1987,"Kristyn",307
1987,"Kristyna",29
1987,"Kristyne",15
1987,"Krisy",5
1987,"Krizia",36
1987,"Krunal",5
1987,"Krupa",12
